Year,Publisher,Global_Sales,meta_score,user_review,Global_Sales_mean_genre,Global_Sales_mean_platform,Year_Global_Sales_mean_genre,Year_Global_Sales_mean_platform,Cumulative_Sales_Genre,Cumulative_Sales_Platform
2009,Warner Bros. Interactive Entertainment,0.46,80.0,7.9,0.4657619321449109,0.3801293900184843,935.715721679126,763.6799445471349,598.45,600.32
2015,Warner Bros. Interactive Entertainment,0.46,75.0,6.9,0.5264508393285372,0.6622535211267606,1060.7984412470025,1334.4408450704227,1366.1299999999999,121.22
2011,THQ,0.46,70.0,7.5,0.4657619321449109,0.3801293900184843,936.6472455434158,764.4402033271718,598.91,600.78
2009,Sony Computer Entertainment,0.46,72.0,5.6,0.9373055242390079,0.58089986155976,1883.046798196167,1167.027821873558,744.45,997.95
2002,Hudson Soft,0.46,73.0,7.9,0.4657619321449109,0.58089986155976,932.4553881541117,1162.9615228426396,599.37,998.41
2008,Electronic Arts,0.46,77.0,7.1,0.2568035190615836,0.7692169146436961,515.6614662756599,1544.5875646045417,105.78,838.11
2006,Eidos Interactive,0.46,67.0,7.9,0.5264508393285372,0.24425391591096457,1056.0603836930457,489.9733553173949,1366.59,178.67
2015,Activision,0.46,72.5,7.4,0.5264508393285372,0.7692169146436961,1060.7984412470025,1549.9720830070478,1367.05,838.57
2007,Sega,0.46,43.0,5.2,0.5264508393285372,0.7692169146436961,1056.5868345323743,1543.818347689898,1367.51,839.03
2000,Activision,0.46,63.0,7.1,0.5853944223107569,0.6109197324414716,1170.7888446215138,1221.839464882943,602.49,592.09
2010,Warner Bros. Interactive Entertainment,0.46,68.0,7.4,0.5264508393285372,0.6992690278824416,1058.1661870503597,1405.5307460437077,1367.97,760.13
2015,Namco Bandai Games,0.46,72.0,8.0,0.622510067114094,0.14995157384987892,1254.3577852348992,302.152421307506,772.61,25.7
1999,Virgin Interactive,0.46,84.0,8.4,0.529375,0.6109197324414716,1058.2206250000002,1221.2285451505018,352.68,592.55
2005,NovaLogic,0.46,58.0,8.7,0.7908155487804878,0.58089986155976,1585.585175304878,1164.7042224273189,907.32,998.87
2007,Electronic Arts,0.46,76.0,8.1,0.5853944223107569,0.24425391591096457,1174.8866055776891,490.2176092333059,602.95,179.13
2006,Electronic Arts,0.46,59.0,5.0,0.5670881226053639,0.7692169146436961,1137.57877394636,1543.0491307752545,1045.05,839.49
2009,Ubisoft,0.46,77.0,7.2,0.5853944223107569,0.7692169146436961,1176.0573944223106,1545.3567815191855,603.41,839.95
1994,Taito,0.46,73.0,7.7,0.7908155487804878,0.8370292887029289,1576.8862042682927,1669.0364016736403,907.78,169.78
2002,Atari,0.46,70.0,8.2,0.622510067114094,0.58089986155976,1246.265154362416,1162.9615228426396,773.07,999.33
2013,Ubisoft,0.46,90.0,8.2,0.9373055242390079,0.7692169146436961,1886.7960202931229,1548.4336491777603,744.91,840.41
2003,Nintendo,0.46,76.0,8.4,0.622510067114094,0.3870230862697448,1246.88766442953,775.2072417982988,773.53,217.76
2010,Tecmo Koei,0.46,75.5,7.9,0.622510067114094,0.7202102102102103,1251.2452348993288,1447.6225225225226,773.99,821.67
2009,Activision,0.46,67.0,8.1,0.18574980574980576,0.6992690278824416,373.1713597513598,1404.8314770158252,131.32,760.59
2015,Nintendo,0.46,69.5,7.3,0.4208762886597938,0.4861689587426326,848.0657216494845,979.6304518664047,190.55,197.62
2010,Electronic Arts,0.46,72.5,7.4,0.5264508393285372,0.7692169146436961,1058.1661870503597,1546.1259984338292,1368.43,840.87
2003,Microsoft Game Studios,0.46,89.0,8.0,0.5670881226053639,0.31342233009708736,1135.8775095785438,627.784927184466,1045.51,162.56
2010,Disney Interactive Studios,0.46,78.0,8.0,0.4657619321449109,0.6992690278824416,936.1814836112709,1405.5307460437077,599.83,761.05
1995,Sony Computer Entertainment,0.46,79.5,8.25,0.4519354838709677,0.6109197324414716,901.6112903225805,1218.7848662207357,297.46,593.01
2007,Disney Interactive Studios,0.46,53.0,7.1,0.5264508393285372,0.6992690278824416,1056.5868345323743,1403.4329389600603,1368.89,761.51
2011,THQ,0.46,71.0,7.4,0.7908155487804878,0.7202102102102103,1590.330068597561,1448.3427327327329,908.24,822.13
2011,Sony Computer Entertainment,0.46,76.0,7.45,0.4657619321449109,0.7202102102102103,936.6472455434158,1448.3427327327329,600.29,822.59
2015,Nippon Ichi Software,0.46,76.0,5.4,0.4657619321449109,0.14995157384987892,938.5102932719955,302.152421307506,600.75,26.16
2009,Namco Bandai Games,0.45,75.5,7.9,0.622510067114094,0.7202102102102103,1250.6227248322148,1446.9023123123125,774.44,823.04
2014,Square Enix,0.45,75.0,6.9,0.5264508393285372,0.6622535211267606,1060.271990407674,1333.778591549296,1369.34,121.67
2009,Ubisoft Annecy,0.45,65.0,6.7,0.5264508393285372,0.24425391591096457,1057.6397362110313,490.70611706512784,1369.79,179.58
2005,THQ,0.45,76.5,8.0,0.9373055242390079,0.3870230862697448,1879.2975760992108,775.9812879708384,745.36,218.21
2013,Namco Bandai Games,0.45,72.0,8.0,0.622510067114094,0.14995157384987892,1253.1127651006711,301.85251815980627,774.89,26.61
1999,Atari,0.45,74.5,8.1,0.7908155487804878,0.6109197324414716,1580.840282012195,1221.2285451505018,908.69,593.46
2014,Warner Bros. Interactive Entertainment,0.45,71.0,7.1,0.5264508393285372,0.4861689587426326,1060.271990407674,979.144282907662,1370.24,198.07
2007,Activision,0.45,67.0,8.1,0.18574980574980576,0.6992690278824416,372.7998601398602,1403.4329389600603,131.77,761.96
1996,Konami Digital Entertainment,0.45,73.0,7.7,0.5670881226053639,0.8370292887029289,1131.9078927203063,1670.710460251046,1045.96,170.23
2014,Telltale Games,0.45,77.5,8.0,0.18574980574980576,0.8276785714285715,374.1001087801088,1666.944642857143,132.22,248.33
2005,Konami Digital Entertainment,0.45,78.0,8.0,0.5670881226053639,0.58089986155976,1137.0116858237545,1164.7042224273189,1046.41,999.78
2003,Atari,0.45,63.0,8.1,0.5264508393285372,0.35850987432675047,1054.48103117506,718.0952782764812,1370.69,132.2
2008,Vivendi Games,0.45,70.0,6.3,0.9373055242390079,0.6992690278824416,1882.109492671928,1404.1322079879428,745.8100000000001,762.41
2004,Electronic Arts,0.45,86.0,7.5,0.5853944223107569,0.31342233009708736,1173.1304223107568,628.0983495145631,603.86,163.01
1995,Epoch,0.45,73.0,7.7,0.5670881226053639,0.8370292887029289,1131.340804597701,1669.8734309623433,1046.86,170.68
2007,Majesco Entertainment,0.45,79.0,6.7,0.4208762886597938,0.3801293900184843,844.6987113402062,762.9196857670979,191.0,601.23
2002,Infogrames,0.45,85.0,8.4,0.622510067114094,0.35850987432675047,1246.265154362416,717.7367684021544,775.34,132.65
2012,Activision,0.45,70.0,7.5,0.4657619321449109,0.3801293900184843,937.1130074755607,764.8203327171904,601.2,601.68
2002,BAM! Entertainment,0.45,69.0,8.1,0.5264508393285372,0.58089986155976,1053.9545803357314,1162.9615228426396,1371.14,1000.23
2012,Sony Computer Entertainment,0.45,60.0,6.8,0.7908155487804878,0.14995157384987892,1591.1208841463415,301.7025665859564,909.14,27.06
2012,Take-Two Interactive,0.45,72.0,7.6,0.5670881226053639,0.6992690278824416,1140.9813026819922,1406.9292840994726,1047.31,762.86
2011,Ubisoft Annecy,0.45,64.0,6.9,0.529375,0.4861689587426326,1064.5731250000001,977.6857760314342,353.13,198.52
2008,Ubisoft,0.45,68.0,7.0,0.4657619321449109,0.3801293900184843,935.2499597469811,763.2998151571164,601.65,602.13
2006,Electronic Arts,0.45,66.0,6.9,0.5670881226053639,0.58089986155976,1137.57877394636,1165.2851222888787,1047.76,1000.68
2014,Ubisoft,0.45,77.0,5.1,0.5264508393285372,0.26725025746652936,1060.271990407674,538.2420185375902,1371.59,196.06
2008,Konami Digital Entertainment,0.45,70.0,7.2,0.4657619321449109,0.6992690278824416,935.2499597469811,1404.1322079879428,602.1,763.31
2011,Take-Two Interactive,0.45,69.0,7.1,0.5670881226053639,0.7692169146436961,1140.414214559387,1546.895215348473,1048.21,841.32
2008,Activision,0.45,69.0,7.3,0.7908155487804878,0.7692169146436961,1587.9576219512194,1544.5875646045417,909.59,841.77
1985,Activision,0.45,73.0,7.7,0.4208762886597938,0.7299248120300752,835.4394329896908,1448.9007518796993,191.45,71.1
1998,989 Studios,0.45,80.0,7.3,0.5670881226053639,0.6109197324414716,1133.042068965517,1220.6176254180602,1048.66,593.91
2005,Midway Games,0.45,75.0,8.3,0.7908155487804878,0.58089986155976,1585.585175304878,1164.7042224273189,910.04,1001.13
1998,Namco Bandai Games,0.45,80.0,7.3,0.5670881226053639,0.6109197324414716,1133.042068965517,1220.6176254180602,1049.11,594.36
2007,Sega,0.45,77.0,7.3,0.5853944223107569,0.7692169146436961,1174.8866055776891,1543.818347689898,604.3100000000001,842.22
2004,Electronic Arts,0.45,75.0,8.2,0.5670881226053639,0.58089986155976,1136.4445977011492,1164.123322565759,1049.56,1001.58
2008,Midway Games,0.45,62.0,6.1,0.529375,0.7692169146436961,1062.9850000000001,1544.5875646045417,353.58,842.67
2003,Activision,0.45,76.0,8.3,0.7908155487804878,0.31342233009708736,1584.003544207317,627.784927184466,910.49,163.46
2007,LucasArts,0.45,70.0,3.2,0.2568035190615836,0.6992690278824416,515.4046627565983,1403.4329389600603,106.23,763.76
1981,Atari,0.45,73.0,7.7,0.4519354838709677,0.7299248120300752,895.2841935483871,1445.981052631579,297.91,71.55
2010,Activision,0.45,74.0,7.7,0.5264508393285372,0.7202102102102103,1058.1661870503597,1447.6225225225226,1372.04,823.49
2011,Warner Bros. Interactive Entertainment,0.45,75.0,6.9,0.7908155487804878,0.7692169146436961,1590.330068597561,1546.895215348473,910.94,843.12
2007,Ubisoft,0.45,70.0,7.5,0.4657619321449109,0.3801293900184843,934.7841978148361,762.9196857670979,602.55,602.58
2016,Electronic Arts,0.45,78.5,6.85,0.7908155487804878,0.8276785714285715,1594.2841463414634,1668.6000000000001,911.39,248.78
2009,MTV Games,0.45,70.0,7.2,0.4657619321449109,0.6992690278824416,935.715721679126,1404.8314770158252,603.0,764.21
2015,Konami Digital Entertainment,0.45,79.0,6.8,0.5670881226053639,0.7202102102102103,1142.6825670498083,1451.2235735735737,1050.01,823.94
1998,Activision,0.45,80.0,8.2,0.5264508393285372,0.6109197324414716,1051.8487769784174,1220.6176254180602,1372.49,594.81
2009,Activision,0.45,65.0,7.3,0.5264508393285372,0.3801293900184843,1057.6397362110313,763.6799445471349,1372.94,603.03
2009,Konami Digital Entertainment,0.45,72.0,7.6,0.5670881226053639,0.6992690278824416,1139.2800383141762,1404.8314770158252,1050.46,764.66
2004,Konami Digital Entertainment,0.45,71.0,7.85,0.4657619321449109,0.3870230862697448,933.3869120184014,775.5942648845686,603.45,218.66
2009,Sony Computer Entertainment,0.45,74.0,6.7,0.4657619321449109,0.7202102102102103,935.715721679126,1446.9023123123125,603.9,824.39
2013,Namco Bandai Games,0.45,72.0,8.0,0.622510067114094,0.14995157384987892,1253.1127651006711,301.85251815980627,775.79,27.509999999999998
2009,Nintendo,0.45,68.0,7.4,0.5264508393285372,0.6992690278824416,1057.6397362110313,1404.8314770158252,1373.39,765.11
2001,Konami Digital Entertainment,0.45,78.0,8.0,0.5670881226053639,0.58089986155976,1134.743333333333,1162.3806229810798,1050.91,1002.03
2015,Namco Bandai Games,0.45,74.0,7.6,0.5264508393285372,0.8276785714285715,1060.7984412470025,1667.7723214285716,1373.84,249.23
2003,THQ,0.45,78.0,8.3,0.5264508393285372,0.58089986155976,1054.48103117506,1163.5424227041995,1374.29,1002.48
1993,Takara,0.45,73.0,7.7,0.529375,0.8370292887029289,1055.0443750000002,1668.1993723849373,354.03,171.13
1998,GT Interactive,0.45,89.5,8.350000000000001,0.5264508393285372,0.6861442006269592,1051.8487769784174,1370.9161128526646,1374.74,177.51
2000,Nintendo,0.45,81.0,8.5,0.4208762886597938,0.6861442006269592,841.7525773195877,1372.2884012539184,191.9,177.96
2008,Atari,0.45,80.0,7.9,0.622510067114094,0.7202102102102103,1250.0002147651007,1446.1821021021021,776.24,824.84
2009,Konami Digital Entertainment,0.45,68.5,7.8,0.4519354838709677,0.6992690278824416,907.9383870967741,1404.8314770158252,298.36,765.56
2014,Electronic Arts,0.45,69.0,6.9,0.5670881226053639,0.4861689587426326,1142.115478927203,979.144282907662,1051.36,198.97
2007,Ubisoft,0.45,68.5,7.8,0.4519354838709677,0.6992690278824416,907.0345161290322,1403.4329389600603,298.81,766.01
2007,Activision,0.45,58.0,8.8,0.5264508393285372,0.3801293900184843,1056.5868345323743,762.9196857670979,1375.19,603.48
2001,Infogrames,0.45,82.0,7.7,0.529375,0.3870230862697448,1059.279375,774.4331956257594,354.48,219.11
2006,Tecmo Koei,0.45,86.0,6.3,0.622510067114094,0.58089986155976,1248.7551946308724,1165.2851222888787,776.69,1002.93
1995,Atlus,0.45,82.0,8.8,0.622510067114094,0.6109197324414716,1241.9075838926174,1218.7848662207357,777.14,595.26
2009,Activision,0.45,65.0,6.3,0.4657619321449109,0.3801293900184843,935.715721679126,763.6799445471349,604.35,603.93
2012,Namco Bandai Games,0.45,74.0,6.9,0.529375,0.7692169146436961,1065.1025000000002,1547.6644322631166,354.93,843.57
2004,THQ,0.45,77.0,7.8,0.5853944223107569,0.3870230862697448,1173.1304223107568,775.5942648845686,604.76,219.56
2008,Sega,0.45,68.0,8.1,0.5264508393285372,0.7692169146436961,1057.1132853717027,1544.5875646045417,1375.64,844.02
1995,Namco Bandai Games,0.45,80.0,8.2,0.5264508393285372,0.6109197324414716,1050.2694244604318,1218.7848662207357,1376.09,595.71
2009,Sony Computer Entertainment,0.45,73.0,7.9,0.4657619321449109,0.58089986155976,935.715721679126,1167.027821873558,604.8,1003.38
2010,Sony Computer Entertainment,0.45,74.0,8.0,0.7908155487804878,0.24425391591096457,1589.5392530487804,490.95037098103876,911.84,180.03
1999,Square,0.45,82.0,8.8,0.622510067114094,0.6109197324414716,1244.3976241610737,1221.2285451505018,777.59,596.16
2008,Disney Interactive Studios,0.45,73.0,7.9,0.4657619321449109,0.58089986155976,935.2499597469811,1166.4469220119981,605.25,1003.83
2009,Electronic Arts,0.45,80.0,7.7,0.5670881226053639,0.7692169146436961,1139.2800383141762,1545.3567815191855,1051.81,844.47
2004,Tecmo Koei,0.45,72.0,8.7,0.5264508393285372,0.58089986155976,1055.0074820143886,1164.123322565759,1376.54,1004.28
2007,Activision,0.45,73.0,6.5,0.5670881226053639,0.7202102102102103,1138.1458620689652,1445.461891891892,1052.26,825.29
1994,Sony Computer Entertainment,0.45,80.0,7.3,0.5670881226053639,0.6109197324414716,1130.7737164750956,1218.1739464882944,1052.71,596.61
2005,THQ,0.45,68.0,7.4,0.529375,0.31342233009708736,1061.3968750000001,628.4117718446602,355.38,163.91
2010,505 Games,0.45,77.0,7.1,0.5670881226053639,0.7692169146436961,1139.8471264367815,1546.1259984338292,1053.16,844.92
2007,THQ,0.45,80.0,8.0,0.2568035190615836,0.24425391591096457,515.4046627565983,490.2176092333059,106.68,180.48
2004,Electronic Arts,0.45,83.0,7.1,0.5670881226053639,0.35850987432675047,1136.4445977011492,718.4537881508079,1053.61,133.1
1987,Atari,0.45,73.0,7.7,0.7908155487804878,0.7299248120300752,1571.3504954268292,1450.3606015037594,912.29,72.0
2004,THQ,0.45,79.0,8.8,0.529375,0.35850987432675047,1060.8675,718.4537881508079,355.83,133.55
2005,Square Enix,0.45,83.0,7.8,0.5264508393285372,0.3801293900184843,1055.533932853717,762.159426987061,1376.99,604.38
2003,Acclaim Entertainment,0.45,68.0,7.5,0.5853944223107569,0.31342233009708736,1172.5450278884462,627.784927184466,605.21,164.36
2000,Eidos Interactive,0.45,74.5,8.25,0.5853944223107569,0.6109197324414716,1170.7888446215138,1221.839464882943,605.66,597.06
2002,Electronic Arts,0.45,73.0,7.7,0.5853944223107569,0.58089986155976,1171.9596334661353,1162.9615228426396,606.11,1004.73
1996,Konami Digital Entertainment,0.45,82.0,8.8,0.622510067114094,0.6109197324414716,1242.5300939597316,1219.3957859531772,778.04,597.51
2015,Nintendo,0.45,73.5,7.05,0.5670881226053639,0.5724475524475524,1142.6825670498083,1153.4818181818182,1054.06,66.07000000000001
2008,Electronic Arts,0.45,72.0,7.6,0.5670881226053639,0.6992690278824416,1138.7129501915706,1404.1322079879428,1054.51,766.46
1981,Tigervision,0.45,73.0,7.7,0.5264508393285372,0.7299248120300752,1042.8991127098323,1445.981052631579,1377.44,72.45
2004,THQ,0.45,69.0,8.1,0.5264508393285372,0.58089986155976,1055.0074820143886,1164.123322565759,1377.89,1005.18
2004,Nintendo,0.45,84.0,8.8,0.5670881226053639,0.3870230862697448,1136.4445977011492,775.5942648845686,1054.96,220.01
2008,Vivendi Games,0.45,72.0,7.9,0.9373055242390079,0.24425391591096457,1882.109492671928,490.46186314921687,746.26,180.93
2009,Konami Digital Entertainment,0.45,70.0,7.2,0.4657619321449109,0.6992690278824416,935.715721679126,1404.8314770158252,605.7,766.91
2009,505 Games,0.45,67.0,7.2,0.4519354838709677,0.3801293900184843,907.9383870967741,763.6799445471349,299.26,604.83
2013,Ubisoft,0.45,77.0,6.9,0.4657619321449109,0.6622535211267606,937.5787694077056,1333.1163380281691,606.15,122.12
2004,Konami Digital Entertainment,0.44,62.0,8.1,0.4657619321449109,0.58089986155976,933.3869120184014,1164.123322565759,606.59,1005.62
2013,505 Games,0.44,74.0,6.2,0.7908155487804878,0.7202102102102103,1591.9116996951218,1449.7831531531533,912.73,825.73
2006,Spike,0.44,70.0,5.2,0.5670881226053639,0.58089986155976,1137.57877394636,1165.2851222888787,1055.4,1006.06
2005,Sony Computer Entertainment,0.44,73.0,7.9,0.4657619321449109,0.58089986155976,933.8526739505463,1164.7042224273189,607.03,1006.5
2005,Konami Digital Entertainment,0.44,89.0,7.1,0.5670881226053639,0.31342233009708736,1137.0116858237545,628.4117718446602,1055.84,164.8
1999,Electronic Arts,0.44,84.0,8.0,0.5670881226053639,0.6861442006269592,1133.6091570881224,1371.6022570532916,1056.28,178.4
2004,Konami Digital Entertainment,0.44,69.0,8.1,0.5264508393285372,0.58089986155976,1055.0074820143886,1164.123322565759,1378.33,1006.94
2005,THQ,0.44,59.0,7.7,0.4657619321449109,0.58089986155976,933.8526739505463,1164.7042224273189,607.47,1007.38
2015,Disney Interactive Studios,0.44,72.5,7.4,0.5264508393285372,0.7692169146436961,1060.7984412470025,1549.9720830070478,1378.77,845.36
2009,Warner Bros. Interactive Entertainment,0.44,68.0,7.45,0.4208762886597938,0.3801293900184843,845.5404639175258,763.6799445471349,192.34,605.27
2002,Vivendi Games,0.44,78.0,7.5,0.18574980574980576,0.58089986155976,371.87111111111113,1162.9615228426396,132.66,1007.82
2015,Disney Interactive Studios,0.44,76.0,7.6,0.5264508393285372,0.5724475524475524,1060.7984412470025,1153.4818181818182,1379.21,66.51
2004,Activision,0.44,64.0,8.1,0.5264508393285372,0.58089986155976,1055.0074820143886,1164.123322565759,1379.65,1008.26
2005,Activision,0.44,84.0,8.5,0.622510067114094,0.31342233009708736,1248.1326845637584,628.4117718446602,778.48,165.24
2009,Namco Bandai Games,0.44,70.0,7.2,0.4657619321449109,0.6992690278824416,935.715721679126,1404.8314770158252,607.91,767.35
2012,Activision,0.44,79.0,8.5,0.5264508393285372,0.7692169146436961,1059.219088729017,1547.6644322631166,1380.09,845.8
2013,Deep Silver,0.44,80.0,8.1,0.5264508393285372,0.7202102102102103,1059.7455395683453,1449.7831531531533,1380.53,826.17
2004,Electronic Arts,0.44,67.0,7.2,0.4519354838709677,0.3801293900184843,905.6787096774193,761.7792975970425,299.7,605.71
2003,Electronic Arts,0.44,69.0,8.1,0.5264508393285372,0.58089986155976,1054.48103117506,1163.5424227041995,1380.97,1008.7
2006,Electronic Arts,0.44,72.0,7.7,0.5264508393285372,0.31342233009708736,1056.0603836930457,628.7251941747572,1381.41,165.68
2013,Capcom,0.44,86.0,5.4,0.5264508393285372,0.7692169146436961,1059.7455395683453,1548.4336491777603,1381.85,846.24
2016,Electronic Arts,0.44,80.0,6.9,0.7908155487804878,0.6622535211267606,1594.2841463414634,1335.1030985915495,913.17,122.56
1996,Namco Bandai Games,0.44,80.0,7.3,0.5670881226053639,0.6109197324414716,1131.9078927203063,1219.3957859531772,1056.72,597.95
2002,Electronic Arts,0.44,88.0,6.9,0.5670881226053639,0.31342233009708736,1135.3104214559385,627.471504854369,1057.16,166.12
2005,Electronic Arts,0.44,80.0,8.4,0.7908155487804878,0.58089986155976,1585.585175304878,1164.7042224273189,913.61,1009.14
